run max_rpm damping_rate_full_throttle damping_rate_zero_throttle_clutch_engaged damping_rate_zero_throttle_clutch_disengaged gear_switch_time clutch_strength mass drag_coefficient tire_friction damping_rate radius max_brake_torque min_maximum_change min_distance_velocity min_change_para
7 5421.261  0.151  1.572  0.397  0.568  8.534  1660.648  0.267  1.537  0.220  34.739  1205.397  0.239 -9.126 11
7 5815.251  0.113  2.038  0.341  0.436  9.660  1943.087  0.343  1.700  0.255  35.385  1650.064  0.45 -17.625 11
7 6043.556  0.117  1.784  0.342  0.508  10.996  1379.893  0.318  1.476  0.253  32.833  1582.676  0.262 -6.458 10
7 6080.920  0.121  1.308  0.254  0.423  10.028  1630.961  0.239  2.353  0.244  33.568  1431.772  0.346 -12.218 11
7 6394.210  0.127  1.529  0.343  0.330  10.228  1938.521  0.311  2.003  0.247  34.610  1261.567  0.447 -9.753 8
7 5297.209  0.162  2.053  0.353  0.479  9.665  1446.290  0.277  1.965  0.216  32.392  1520.574  0.136 6.397 10
7 5313.301  0.128  1.670  0.338  0.520  9.619  1447.196  0.312  2.018  0.250  34.183  1374.726  0.165 2.026 10
7 5977.111  0.127  1.504  0.352  0.351  10.685  1350.702  0.362  1.394  0.217  33.407  1213.407  0.303 -11.689 11
7 5589.926  0.149  1.238  0.349  0.315  8.712  1445.521  0.401  1.404  0.288  35.416  1620.901  0.381 -10.366 10
7 6036.667  0.174  1.613  0.392  0.542  9.606  1436.888  0.290  1.608  0.272  35.244  1332.528  0.207 -7.624 11
7 5213.303  0.138  1.879  0.368  0.572  8.747  1497.261  0.310  2.037  0.276  34.979  1631.563  0.144 3.548 10
7 5426.794  0.126  1.486  0.304  0.409  9.297  1622.477  0.309  1.431  0.250  35.530  1520.943  0.284 -9.719 10
7 5800.045  0.117  1.210  0.372  0.576  11.273  1731.415  0.383  1.587  0.209  35.464  1225.124  0.395 -13.716 12
7 4626.110  0.162  2.026  0.357  0.504  11.070  1422.808  0.254  1.936  0.260  33.549  1393.635  0.153 6.737 9
7 6156.348  0.127  1.252  0.348  0.334  10.612  1384.489  0.419  1.075  0.251  32.748  1431.172  0.463 -13.564 10
7 5875.511  0.120  1.529  0.342  0.525  11.189  1561.578  0.274  2.046  0.277  31.891  1363.596  0.236 -8.661 12
8 5743.04 0.101 1.454 0.355 0.371 10.229 1650.974 0.234 2.019 0.208 31.733 1377.768 0.327 -8.804 9
8 5517.897 0.124 1.513 0.341 0.45 9.004 1454.928 0.298 1.3 0.223 32.164 1563.068 0.35 -18.251 11
8 6283.521 0.158 1.46 0.294 0.504 8.324 1462.839 0.33 2.282 0.202 31.774 1513.784 0.27 -4.787 10
8 5536.258 0.143 1.159 0.27 0.445 10.065 1345.461 0.396 1.992 0.242 35.323 1275.632 0.42 -20.027 9
8 5931.2 0.136 2.678 0.215 0.403 9.94 1823.967 0.31 2.4 0.247 35.081 1497.921 0.386 6.389 8
8 5938.656 0.154 1.175 0.355 0.514 8.626 1371.73 0.206 2.888 0.224 34.109 1599.188 0.444 -20.543 11
8 5794.741 0.149 1.483 0.343 0.374 9.947 1896.075 0.306 2.873 0.295 31.802 1260.587 0.437 -6.014 8
8 6100.006 0.132 1.492 0.394 0.428 11.258 1715.252 0.304 1.423 0.234 34.708 1272.681 0.288 -10.853 11
8 5892.095 0.147 1.169 0.309 0.51 9.449 1546.16 0.489 1.969 0.25 31.818 1259.081 0.63 -9.86 8
8 5381.516 0.176 1.546 0.386 0.492 9.513 1430.057 0.297 1.897 0.208 32.811 1235.361 0.227 1.907 10
8 5060.762 0.174 1.882 0.333 0.415 9.676 1495.98 0.256 1.98 0.297 35.081 1343.376 0.188 3.119 11
8 5686.777 0.176 1.358 0.396 0.494 10.495 1765.9 0.227 1.489 0.282 33.201 1200.757 0.321 -11.215 11
8 6308.901 0.119 1.435 0.317 0.472 11.072 1407.531 0.325 2.501 0.263 35.546 1447.701 0.282 -9.436 12
8 6176.471 0.127 1.595 0.337 0.574 10.93 1616.067 0.237 2.347 0.226 34.562 1363.496 0.235 -7.665 12
8 6211.639 0.123 1.682 0.385 0.435 9.671 1471.071 0.29 1.567 0.282 33.5 1257.228 0.242 -7.663 11
8 4654.42 0.152 2.104 0.35 0.472 8.585 1623.619 0.299 1.584 0.298 34.898 1553.344 0.212 4.78 9
8 6390.699 0.109 1.43 0.266 0.569 11.595 1675.411 0.314 2.427 0.246 34.245 1479.166 0.285 -9.666 12
8 6242.137 0.126 1.321 0.357 0.5 8.938 1528.573 0.333 1.275 0.234 34.549 1294.626 0.363 -12.614 10
8 6031.475 0.106 1.344 0.331 0.588 11.867 1752.163 0.284 2.373 0.285 32.491 1327.131 0.328 -11.332 12
8 5488.214 0.167 1.623 0.297 0.514 8.725 1396.141 0.364 1.817 0.224 35.348 1425.464 0.213 -4.436 12
8 5930.884 0.149 1.298 0.399 0.464 11.132 1705.201 0.28 2.361 0.247 32.359 1654.203 0.351 -9.389 10
8 5385.439 0.179 1.644 0.352 0.416 9.099 1396.829 0.289 2.218 0.232 33.677 1263.466 0.193 2.119 10
8 5935.76 0.153 1.973 0.218 0.337 10.887 1883.868 0.308 1.971 0.246 34.65 1760.176 0.406 3.489 8
8 4922.739 0.13 1.687 0.391 0.574 10.856 1549.085 0.305 2.056 0.251 34.475 1435.007 0.156 3.215 10
9 6289.913  0.102  1.544  0.341  0.479  11.497  1472.255  0.310  1.545  0.216  35.247  1261.985  0.32 -11.257 11
9 5937.277  0.156  1.491  0.264  0.510  10.005  1516.245  0.212  1.812  0.219  33.965  1281.084  0.293 -8.184 10
9 5576.198  0.158  1.489  0.337  0.496  9.104  1589.464  0.245  1.584  0.238  33.049  1660.988  0.255 -8.203 11
9 5898.195  0.188  1.229  0.356  0.419  11.718  1887.858  0.290  1.148  0.210  33.659  1494.457  0.426 -11.557 9
9 5666.927  0.155  1.770  0.352  0.569  10.595  1549.880  0.234  1.660  0.266  32.666  1390.731  0.22 -5.751 11
9 5902.802  0.116  1.353  0.347  0.493  11.696  1517.633  0.277  1.315  0.224  32.198  1755.254  0.343 -10.91 10
9 5908.682  0.157  1.651  0.399  0.554  8.494  1576.194  0.303  1.968  0.224  31.890  1753.763  0.182 3.626 10
9 4417.685  0.152  2.405  0.356  0.306  8.620  1462.243  0.289  2.000  0.259  33.943  1306.524  0.388 7.521 8
9 5246.223  0.132  1.971  0.325  0.536  11.039  1475.880  0.299  2.266  0.228  32.689  1250.085  0.167 4.229 10
9 5652.336  0.153  1.436  0.312  0.546  11.332  1781.197  0.301  1.798  0.290  33.014  1245.912  0.329 -10.892 10
9 4795.318  0.140  1.979  0.292  0.500  11.702  1417.243  0.320  2.010  0.283  34.688  1783.669  0.189 5.938 9
9 6354.546  0.162  1.524  0.301  0.500  10.553  1558.422  0.333  1.478  0.299  32.126  1293.350  0.271 -9.155 11
9 4940.361  0.187  2.034  0.357  0.396  11.295  1343.152  0.293  2.873  0.251  35.378  1791.395  0.437 6.797 7
9 5983.876  0.107  1.265  0.355  0.537  9.787  1441.031  0.217  1.223  0.298  34.848  1712.840  0.388 -12.913 11
9 6155.206  0.154  1.593  0.373  0.524  9.288  1361.774  0.296  1.646  0.211  34.120  1440.541  0.231 -6.739 11
9 6392.131  0.175  2.008  0.265  0.508  11.100  1724.411  0.293  1.190  0.252  33.826  1512.715  0.405 -3.223 8
9 5098.898  0.150  1.185  0.241  0.399  11.436  1489.929  0.284  1.962  0.291  32.472  1203.661  0.407 -17.137 10
9 5671.713  0.136  1.434  0.367  0.556  11.525  1467.410  0.346  1.625  0.279  33.127  1256.559  0.283 -10.713 12
9 5771.648  0.143  1.435  0.270  0.443  9.721  1651.425  0.262  1.618  0.233  33.760  1437.457  0.282 -10.123 12
9 5995.164  0.197  1.199  0.371  0.537  9.461  1340.495  0.387  1.465  0.250  31.725  1419.865  0.4 -10.315 9
9 6061.729  0.146  1.655  0.257  0.386  11.563  1588.484  0.302  1.977  0.272  35.565  1566.425  0.266 -7.779 10
9 5684.313  0.136  1.840  0.354  0.482  9.657  1392.389  0.265  2.171  0.231  35.473  1361.369  0.137 -3.086 11
9 4533.766  0.141  2.128  0.262  0.419  9.945  1725.755  0.292  1.519  0.258  34.856  1496.306  0.288 4.479 9
9 5691.603  0.128  1.342  0.311  0.390  9.954  1650.708  0.392  1.337  0.257  34.637  1313.645  0.332 -12.463 11
9 5493.385  0.143  1.544  0.349  0.417  11.028  1744.183  0.304  1.621  0.253  35.402  1439.097  0.302 -9.949 9
9 5202.347  0.131  1.518  0.382  0.526  11.743  1720.375  0.222  2.239  0.235  35.480  1561.399  0.284 -18.768 12
9 5926.749  0.125  1.462  0.318  0.389  10.720  1461.734  0.348  1.802  0.243  32.971  1553.734  0.269 -9.871 12
9 6322.512  0.164  1.405  0.314  0.469  8.429  1709.003  0.310  1.653  0.247  33.207  1636.815  0.297 -9.299 10
9 5819.584  0.152  2.323  0.375  0.435  10.001  1584.262  0.298  1.609  0.277  35.464  1660.440  0.196 4.709 9
9 5800.769  0.149  1.893  0.291  0.450  11.060  1661.080  0.232  1.679  0.248  35.001  1245.148  0.24 -5.156 10
9 6386.324  0.102  1.259  0.349  0.548  11.631  1857.217  0.414  2.214  0.232  34.454  1322.317  0.386 -12.872 11
10 6362.762  0.149  1.060  0.350  0.515  11.023  1556.360  0.268  1.513  0.229  32.965  1624.959  0.47 -14.212 10
10 4309.145  0.124  1.871  0.352  0.529  9.004  1456.835  0.292  2.027  0.270  34.036  1273.519  0.173 6.792 9
10 6358.627  0.126  1.173  0.353  0.381  9.598  1862.880  0.277  2.045  0.250  35.019  1487.039  0.413 -13.009 10
10 6119.380  0.167  1.390  0.313  0.480  10.433  1342.962  0.290  1.764  0.288  32.752  1370.723  0.305 -10.882 10
10 4712.196  0.145  2.064  0.321  0.466  9.800  1340.892  0.307  1.943  0.256  33.068  1632.943  0.089 7.29 10
10 5923.215  0.114  1.460  0.350  0.542  11.034  1537.521  0.291  1.599  0.283  32.935  1666.561  0.27 -10.737 10
10 4629.940  0.159  2.037  0.386  0.518  9.396  1536.062  0.253  1.924  0.283  32.669  1303.076  0.157 5.865 11
10 4994.523  0.109  1.690  0.271  0.355  11.336  1717.739  0.305  2.211  0.252  34.102  1778.709  0.29 3.117 9
10 5375.017  0.167  1.745  0.376  0.534  9.961  1587.755  0.259  1.790  0.236  33.500  1780.829  0.187 2.871 11
10 5411.955  0.150  2.101  0.350  0.599  8.979  1612.555  0.228  1.981  0.299  32.324  1258.014  0.24 4.299 9
10 4550.187  0.152  1.834  0.314  0.590  11.822  1344.210  0.221  1.984  0.248  33.884  1308.319  0.263 5.987 8
10 5758.973  0.120  1.634  0.363  0.412  9.925  1619.368  0.291  1.859  0.204  34.886  1293.037  0.208 -9.724 10
10 5750.462  0.101  1.195  0.354  0.460  11.408  1856.828  0.305  1.157  0.282  33.231  1484.856  0.421 -13.23 10
10 5450.948  0.184  1.479  0.248  0.489  10.051  1563.433  0.327  1.431  0.275  32.149  1502.894  0.291 -7.992 9
10 6082.968  0.147  2.208  0.228  0.500  9.689  1341.104  0.214  2.012  0.240  34.489  1586.744  0.349 5.086 8
10 6070.921  0.103  1.428  0.321  0.444  10.097  1624.336  0.309  1.793  0.268  32.729  1514.396  0.313 -11.752 11
10 5169.768  0.120  2.025  0.362  0.336  10.040  1827.399  0.297  1.780  0.247  33.831  1505.800  0.364 2.115 8
10 5881.666  0.160  1.341  0.336  0.574  9.978  1347.985  0.289  1.969  0.269  33.630  1226.332  0.33 -12.394 9
10 5245.488  0.104  1.728  0.288  0.319  8.926  1437.462  0.268  1.133  0.252  34.970  1435.061  0.433 -18.776 11
10 5524.247  0.131  1.892  0.348  0.471  9.529  1344.856  0.286  1.925  0.204  32.773  1431.275  0.184 3.25 10
10 4736.901  0.143  2.086  0.308  0.490  10.363  1361.668  0.326  1.847  0.212  32.218  1306.448  0.152 6.819 11
10 5596.316  0.161  2.311  0.344  0.556  8.987  1582.356  0.246  1.873  0.209  31.849  1368.174  0.181 5.607 11
10 6161.128  0.126  1.340  0.251  0.407  9.905  1787.132  0.328  2.110  0.272  33.765  1214.476  0.334 -14.269 12
10 5126.674  0.152  1.725  0.357  0.480  10.752  1617.026  0.242  2.229  0.210  35.292  1414.780  0.207 -4.924 10
10 6066.275  0.148  1.215  0.395  0.495  9.984  1480.771  0.211  1.030  0.294  31.948  1703.341  0.485 -12.728 9
10 5621.831  0.139  1.565  0.326  0.445  8.427  1654.867  0.222  1.982  0.241  33.079  1278.926  0.26 -10.318 11
10 5044.192  0.167  1.521  0.283  0.550  10.523  1752.019  0.219  1.165  0.290  33.107  1613.381  0.417 -17.169 12
10 5825.920  0.122  1.463  0.321  0.517  11.209  1479.967  0.250  1.527  0.272  33.656  1266.714  0.268 -12.43 12
10 5562.869  0.122  1.292  0.399  0.388  9.683  1753.626  0.403  2.315  0.286  34.887  1286.777  0.354 -15.895 12
10 5946.043  0.178  1.251  0.319  0.490  9.940  1492.021  0.409  1.465  0.225  32.489  1234.334  0.375 -12.425 10
10 5785.022  0.168  1.126  0.320  0.334  9.992  2012.986  0.353  1.355  0.218  31.876  1502.556  0.502 -14.872 10
10 5660.249  0.140  1.958  0.394  0.449  10.230  1361.226  0.325  2.337  0.212  34.252  1681.982  0.169 4.493 12
10 6053.748  0.103  1.354  0.364  0.548  10.871  1634.506  0.290  1.910  0.259  34.746  1223.542  0.323 -13.974 11
10 5683.641  0.101  1.470  0.284  0.380  11.414  1740.760  0.404  1.984  0.273  32.204  1739.499  0.347 -15.437 11
10 5749.990  0.154  1.801  0.327  0.399  10.030  1398.659  0.273  1.761  0.272  34.695  1404.564  0.202 -4.49 11
