run max_rpm damping_rate_full_throttle damping_rate_zero_throttle_clutch_engaged damping_rate_zero_throttle_clutch_disengaged gear_switch_time clutch_strength mass drag_coefficient tire_friction damping_rate radius max_brake_torque min_maximum_change min_distance_velocity min_change_para
5 5474.098 0.151 1.646 0.344 0.534 10.962 1340.877 0.305 1.720 0.248 35.198 1246.925 0.177 -19.283 7
5 5683.215 0.150 1.641 0.352 0.493 11.474 1342.452 0.308 1.964 0.250 35.192 1248.993 0.179 -7.14 5
5 5467.369 0.153 1.811 0.346 0.497 10.673 1347.630 0.302 1.985 0.248 35.533 1318.088 0.121 -2.979 6
5 5467.369 0.153 1.811 0.346 0.497 10.673 1346.744 0.302 1.985 0.248 34.215 1358.818 0.095 2.79 5
5 5478.094 0.152 1.801 0.322 0.497 10.723 1341.608 0.279 1.881 0.252 34.920 1396.026 0.102 2.078 8
5 5385.285 0.151 1.853 0.344 0.507 10.698 1341.823 0.304 1.976 0.251 34.179 1403.637 0.078 3.282 5
5 5468.545 0.152 1.802 0.338 0.494 10.982 1443.146 0.304 2.027 0.251 35.174 1348.520 0.11 -2.955 7
5 5414.620 0.148 1.802 0.336 0.497 10.725 1413.254 0.294 1.988 0.250 34.188 1351.906 0.099 2.412 7
6 5878.708 0.122 1.311 0.329 0.369 9.838 1641.127 0.312 1.548 0.243 35.342 1254.345 0.345 -20.262 12
6 5001.731 0.151 2.033 0.347 0.496 9.944 1486.290 0.298 1.975 0.253 35.454 1329.212 0.118 3.156 3
6 4996.625 0.150 2.027 0.346 0.493 9.934 1702.829 0.291 1.990 0.253 35.562 1203.038 0.271 -1.003 3
6 5000.008 0.149 1.178 0.346 0.494 9.941 1679.918 0.290 2.021 0.253 35.525 1210.463 0.411 -8.255 4
6 4991.252 0.151 1.803 0.346 0.496 9.956 1418.180 0.295 1.988 0.253 35.088 1346.619 0.107 3.052 4
6 6298.951 0.132 1.231 0.243 0.537 8.190 1572.217 0.381 2.017 0.226 32.798 1269.811 0.384 -19.989 11
6 5018.211 0.151 1.667 0.346 0.494 9.955 1547.495 0.299 1.999 0.248 35.358 1262.023 0.166 -18.143 5
6 5862.504 0.165 1.634 0.347 0.493 9.262 1456.541 0.299 1.647 0.243 35.455 1252.158 0.183 -19.067 9
6 5884.864 0.129 1.372 0.336 0.494 11.146 1674.590 0.290 1.992 0.252 35.299 1283.218 0.314 -19.887 8
6 5885.284 0.129 1.369 0.346 0.494 9.469 1683.674 0.295 1.992 0.253 35.299 1253.608 0.316 -19.842 7
6 5527.019 0.152 1.801 0.346 0.491 9.500 1481.775 0.295 2.026 0.252 35.228 1330.978 0.113 -2.457 6
6 5000.006 0.152 1.393 0.346 0.496 9.941 1681.499 0.290 1.992 0.253 35.559 1210.463 0.303 -7.764 4
6 4999.568 0.150 2.028 0.346 0.493 9.939 1599.522 0.295 1.990 0.253 35.565 1204.317 0.197 2.11 3
6 4999.814 0.151 2.026 0.346 0.493 9.937 1668.772 0.296 1.992 0.253 35.430 1247.509 0.245 2.09 3
6 5696.999 0.151 1.721 0.355 0.496 10.870 1460.642 0.292 1.995 0.253 35.559 1308.996 0.139 -19.005 6
6 5513.040 0.152 1.803 0.346 0.491 9.957 1481.754 0.295 1.780 0.255 35.239 1332.629 0.112 -3.343 7
6 4996.644 0.151 2.026 0.346 0.493 9.937 1702.183 0.291 1.990 0.253 35.565 1247.326 0.27 1.866 3
6 4991.539 0.151 1.802 0.346 0.496 9.956 1418.180 0.295 1.914 0.253 35.098 1344.905 0.107 2.949 5
6 4993.824 0.151 1.732 0.347 0.493 9.957 1510.826 0.291 1.961 0.253 35.456 1314.873 0.134 -0.614 4
6 5884.864 0.129 1.615 0.348 0.493 11.108 1690.066 0.290 1.990 0.252 35.493 1252.504 0.261 -19.118 7
6 4990.411 0.149 1.665 0.346 0.494 9.939 1569.921 0.295 2.002 0.248 35.568 1261.491 0.172 -4.148 4
6 4990.908 0.151 1.732 0.347 0.494 9.938 1510.826 0.299 1.961 0.248 35.456 1261.180 0.159 -1.228 4
6 5694.451 0.150 1.669 0.347 0.494 9.938 1543.973 0.308 1.999 0.247 35.358 1253.778 0.165 -7.334 5
6 5696.999 0.151 1.719 0.355 0.496 9.962 1542.424 0.292 1.995 0.253 35.561 1253.793 0.164 -6.403 5
6 4999.825 0.151 1.721 0.346 0.494 9.934 1679.117 0.292 1.995 0.248 35.566 1234.607 0.253 -5.613 4
6 5001.357 0.151 1.667 0.346 0.494 9.955 1570.896 0.291 1.999 0.248 35.532 1234.546 0.177 -4.438 4
6 4998.481 0.149 2.012 0.352 0.489 9.949 1475.614 0.295 1.999 0.253 35.530 1263.812 0.157 2.937 3
6 5526.921 0.149 1.767 0.346 0.495 10.877 1480.244 0.299 1.996 0.252 35.170 1330.904 0.117 -18.626 6
6 5619.350 0.151 1.760 0.357 0.500 9.939 1499.257 0.291 1.984 0.253 35.459 1313.983 0.124 -4.29 5
6 5000.238 0.151 2.026 0.346 0.496 9.944 1486.689 0.290 1.991 0.253 35.454 1280.873 0.146 3.043 3
6 4999.932 0.150 1.989 0.346 0.493 9.953 1593.646 0.290 2.020 0.251 35.482 1247.164 0.189 2.367 3
6 5588.150 0.149 1.674 0.347 0.494 10.059 1510.826 0.291 1.996 0.247 35.456 1315.028 0.163 -6.015 5
6 5513.040 0.152 1.803 0.346 0.494 9.955 1469.463 0.299 1.780 0.255 35.350 1329.592 0.115 -3.542 7
6 4999.949 0.149 1.678 0.346 0.494 9.941 1593.646 0.290 1.992 0.253 35.525 1210.463 0.193 -4.832 4
6 5627.569 0.151 1.742 0.347 0.500 9.944 1499.257 0.291 1.984 0.253 35.459 1313.983 0.129 -4.986 5
6 5591.199 0.151 1.732 0.347 0.494 10.059 1510.826 0.291 1.996 0.253 35.456 1314.873 0.134 -5.372 5
6 5696.999 0.151 1.721 0.344 0.496 9.996 1460.642 0.292 1.995 0.253 35.559 1309.666 0.139 -5.571 5
6 5548.888 0.151 1.798 0.347 0.496 9.944 1481.698 0.298 1.777 0.253 35.226 1329.212 0.114 -3.012 6
6 5533.666 0.151 1.798 0.348 0.496 9.937 1471.738 0.296 1.965 0.253 35.436 1329.212 0.118 -2.795 5
6 4999.796 0.150 2.027 0.346 0.493 9.934 1672.931 0.296 1.992 0.253 35.428 1207.597 0.248 1.908 3
6 4990.870 0.151 1.667 0.346 0.494 9.939 1547.495 0.299 1.999 0.248 35.473 1261.585 0.166 -3.475 4
6 5001.731 0.151 2.033 0.347 0.494 10.028 1486.290 0.298 1.975 0.253 35.312 1283.048 0.145 3.109 3
6 4990.594 0.151 1.856 0.345 0.496 9.955 1475.649 0.295 1.827 0.253 35.228 1346.619 0.111 2.436 5
6 4999.814 0.151 1.646 0.352 0.494 9.937 1668.772 0.296 1.992 0.247 35.430 1247.509 0.245 -5.225 4
6 5007.034 0.151 1.734 0.346 0.493 9.939 1503.432 0.296 1.992 0.253 35.430 1315.491 0.133 1.924 4
6 4996.644 0.151 1.633 0.346 0.493 9.957 1702.183 0.291 1.962 0.253 35.471 1247.011 0.27 -5.863 4
6 5526.723 0.151 1.743 0.347 0.500 9.944 1499.257 0.291 1.984 0.253 35.459 1313.983 0.128 -4.584 5
6 4999.573 0.150 1.981 0.346 0.494 9.968 1593.646 0.295 1.992 0.253 35.482 1208.481 0.194 2.136 3
6 4991.259 0.151 1.719 0.355 0.506 9.957 1524.962 0.292 1.995 0.253 35.561 1253.793 0.164 -2.779 4
6 4990.960 0.151 2.026 0.346 0.494 9.939 1547.495 0.299 1.990 0.248 35.567 1261.909 0.159 2.707 3
7 6009.600 0.127 1.168 0.355 0.565 10.056 1695.563 0.300 1.915 0.212 35.310 1273.839 0.416 -20.53 9
7 6107.431 0.123 1.321 0.332 0.387 9.985 1503.044 0.299 1.976 0.226 32.881 1296.146 0.34 -20.029 9
7 5786.356 0.148 1.618 0.344 0.491 10.017 1410.813 0.307 1.963 0.249 35.542 1502.300 0.191 -19.352 4
7 6009.600 0.147 1.168 0.355 0.491 10.017 1695.563 0.309 1.915 0.212 35.309 1502.242 0.416 -20.238 6
7 5304.734 0.147 1.822 0.357 0.489 9.988 1410.356 0.307 1.975 0.249 34.770 1365.647 0.097 1.963 5
7 5301.791 0.147 1.822 0.344 0.491 9.988 1410.356 0.307 1.976 0.253 34.753 1365.041 0.096 2.075 5
7 5296.450 0.137 1.832 0.344 0.491 9.988 1409.348 0.294 1.877 0.253 34.547 1375.862 0.09 -18.382 7
7 5295.668 0.148 1.814 0.357 0.489 9.987 1475.838 0.307 1.977 0.248 34.869 1363.221 0.101 -11.748 5
7 5295.669 0.148 1.786 0.345 0.491 10.038 1458.882 0.307 1.962 0.248 35.090 1498.050 0.107 1.898 4
7 5786.702 0.148 1.767 0.344 0.489 10.021 1411.705 0.305 1.962 0.248 35.558 1466.515 0.157 -18.922 5
7 5724.487 0.151 1.738 0.357 0.454 9.992 1506.367 0.308 1.914 0.247 35.327 1495.192 0.145 -18.489 6
7 5295.669 0.148 1.624 0.345 0.491 10.038 1409.781 0.307 1.962 0.250 35.090 1498.050 0.188 -15.361 4
7 6031.659 0.121 1.322 0.384 0.386 9.985 1502.835 0.304 2.038 0.226 32.881 1295.958 0.339 -19.939 9
7 5295.477 0.137 1.768 0.345 0.491 9.733 1416.409 0.294 1.960 0.247 34.547 1364.752 0.116 -18.532 8
7 6122.366 0.121 1.077 0.384 0.578 9.985 1501.065 0.298 1.915 0.226 35.543 1295.958 0.462 -21.52 10
7 6336.861 0.151 1.437 0.329 0.575 9.989 1475.058 0.307 1.977 0.251 34.723 1761.415 0.281 -19.693 7
7 5293.651 0.147 1.823 0.343 0.489 9.991 1410.358 0.294 1.963 0.247 34.574 1498.050 0.091 2.429 4
7 6236.674 0.148 1.168 0.355 0.489 9.985 1695.563 0.300 1.915 0.212 35.537 1225.368 0.416 -20.318 7
7 5786.356 0.143 1.618 0.344 0.491 10.017 1410.819 0.305 1.962 0.248 35.542 1501.644 0.191 -19.49 5
7 5924.419 0.143 1.618 0.344 0.489 10.020 1410.819 0.305 1.962 0.248 35.558 1457.989 0.191 -19.507 6
7 5296.171 0.148 1.786 0.344 0.489 10.035 1502.375 0.301 1.961 0.248 35.528 1498.050 0.121 -13.333 4
7 5518.661 0.148 1.821 0.357 0.490 9.987 1477.816 0.303 1.977 0.248 34.728 1366.558 0.104 -16.423 5
7 6328.816 0.137 1.091 0.385 0.494 9.988 1505.942 0.294 2.041 0.212 35.531 1785.811 0.455 -21.169 9
7 5296.450 0.138 1.821 0.345 0.491 9.991 1458.150 0.310 1.962 0.247 34.568 1366.810 0.09 -14.51 6
7 5293.651 0.147 1.823 0.343 0.491 9.991 1410.356 0.294 1.963 0.247 34.574 1365.291 0.091 2.253 5
7 6325.101 0.148 1.434 0.329 0.491 10.038 1458.882 0.307 1.962 0.248 35.090 1498.050 0.283 -19.81 5
7 6160.108 0.121 1.077 0.355 0.578 9.809 1501.065 0.298 1.915 0.246 35.543 1499.529 0.462 -21.352 9
8 6113.440 0.113 1.204 0.253 0.359 11.367 1379.780 0.341 1.446 0.281 32.153 1528.977 0.398 -20.102 12
8 6325.935 0.126 1.015 0.356 0.490 9.946 1580.243 0.310 1.078 0.200 34.516 1247.330 0.493 -21.322 8
8 6263.547 0.152 1.084 0.352 0.487 11.494 1348.414 0.318 1.841 0.204 35.447 1243.408 0.458 -21.576 10
8 6314.828 0.150 1.786 0.352 0.496 10.050 1344.426 0.308 1.985 0.248 35.445 1206.045 0.263 -19.02 4
8 5415.990 0.152 1.840 0.355 0.501 9.976 1341.971 0.293 1.982 0.247 34.351 1393.884 0.084 2.341 4
8 5867.792 0.154 1.365 0.355 0.495 9.922 1470.188 0.293 1.974 0.247 35.507 1239.783 0.318 -20.074 6
8 5867.334 0.147 1.476 0.352 0.498 10.052 1344.512 0.308 1.987 0.248 35.547 1227.004 0.262 -10.497 4
8 5609.801 0.153 1.758 0.356 0.501 9.976 1576.250 0.294 1.979 0.243 35.535 1348.428 0.176 -18.595 6
8 5452.995 0.136 1.813 0.360 0.501 9.837 1345.878 0.310 1.837 0.246 34.482 1358.972 0.094 1.883 9
8 5426.097 0.136 1.813 0.374 0.480 9.975 1481.362 0.294 1.862 0.246 34.826 1347.947 0.105 -5.207 10
8 6357.298 0.153 1.070 0.352 0.500 10.061 1554.055 0.293 1.984 0.247 35.393 1242.564 0.465 -20.923 5
8 6273.299 0.152 1.037 0.351 0.544 11.494 1350.347 0.318 1.970 0.204 34.312 1444.607 0.482 -21.455 9
8 5413.333 0.153 1.817 0.355 0.499 10.067 1345.070 0.293 1.965 0.246 35.194 1343.349 0.11 -2.248 5
8 6286.154 0.152 1.130 0.349 0.414 9.993 1601.395 0.281 1.960 0.292 34.303 1324.711 0.435 -20.371 9
8 5428.425 0.137 1.830 0.354 0.501 9.972 1424.645 0.293 1.864 0.243 34.825 1360.028 0.099 -4.473 8
8 5458.134 0.134 1.815 0.355 0.491 10.011 1478.933 0.293 1.982 0.236 35.117 1360.030 0.108 -4.751 7
8 5804.177 0.153 1.657 0.351 0.546 10.029 1559.727 0.308 1.971 0.240 34.351 1444.045 0.171 -18.707 7
8 5424.226 0.153 1.822 0.357 0.501 10.011 1425.458 0.295 1.967 0.247 34.822 1359.738 0.098 2.005 5
8 5439.108 0.136 1.821 0.355 0.501 10.010 1363.198 0.295 1.985 0.247 34.804 1360.722 0.098 -3.391 6
8 5844.848 0.147 1.477 0.355 0.501 10.025 1341.970 0.310 1.987 0.248 35.547 1226.564 0.261 -10.102 4
8 6113.752 0.125 1.563 0.353 0.506 10.304 1376.692 0.318 1.646 0.280 35.401 1323.336 0.223 -19.978 10
8 5458.765 0.152 1.582 0.355 0.499 10.055 1344.194 0.293 1.982 0.247 35.598 1362.359 0.209 -8.359 4
8 5584.954 0.136 1.669 0.375 0.501 9.966 1477.634 0.294 1.859 0.248 35.507 1333.761 0.165 -8.487 8
8 5758.704 0.149 1.629 0.356 0.501 9.975 1345.229 0.294 1.985 0.250 35.599 1242.548 0.185 -8.026 4
8 5868.078 0.153 1.569 0.357 0.501 10.060 1344.777 0.295 1.966 0.247 35.591 1247.365 0.216 -9.541 4
8 5736.257 0.150 1.711 0.352 0.499 10.050 1346.729 0.309 1.966 0.247 35.598 1309.832 0.147 -7.134 4
8 5868.078 0.153 1.578 0.354 0.501 10.060 1344.777 0.294 1.966 0.241 35.597 1247.365 0.211 -19.756 5
8 5615.646 0.152 1.729 0.356 0.512 10.029 1343.292 0.300 1.981 0.246 35.509 1227.373 0.182 -19.174 6
8 5414.581 0.150 1.821 0.352 0.499 10.059 1345.182 0.293 1.965 0.249 35.299 1340.175 0.114 -3.132 4
8 5868.078 0.147 1.643 0.356 0.501 9.974 1575.032 0.298 1.974 0.247 35.513 1239.758 0.178 -9.057 5
8 5543.084 0.150 1.821 0.352 0.499 10.067 1345.182 0.294 1.965 0.247 35.280 1340.268 0.113 -2.597 4
8 5607.137 0.153 1.725 0.352 0.499 10.067 1345.072 0.293 1.981 0.248 35.520 1340.175 0.137 -6.438 4
8 5627.283 0.147 1.738 0.351 0.512 10.027 1480.408 0.293 1.910 0.246 35.444 1313.847 0.131 -7.524 8
8 5412.749 0.150 1.826 0.352 0.499 10.034 1477.223 0.292 1.960 0.247 35.192 1340.450 0.11 -3.975 6
8 5607.137 0.153 1.754 0.352 0.499 10.067 1345.072 0.294 1.981 0.247 35.520 1318.680 0.123 -5.78 4
8 5584.954 0.136 1.758 0.357 0.501 9.966 1470.925 0.294 1.980 0.248 35.536 1347.606 0.121 -6.038 6
8 5458.134 0.152 1.769 0.352 0.491 10.058 1405.663 0.293 1.982 0.247 35.450 1360.693 0.118 -5.058 5
8 5758.704 0.152 1.629 0.356 0.501 9.975 1579.599 0.293 1.985 0.250 35.394 1242.564 0.185 -9.208 5
8 5725.078 0.150 1.711 0.352 0.499 10.050 1346.729 0.309 1.966 0.249 35.598 1309.832 0.145 -6.477 4
8 5618.843 0.148 1.753 0.353 0.499 9.974 1409.602 0.293 1.856 0.243 35.507 1327.303 0.124 -7.07 7
8 5447.984 0.153 1.754 0.355 0.512 9.989 1471.523 0.301 1.981 0.247 35.509 1318.331 0.123 -6.963 6
8 5758.704 0.136 1.664 0.356 0.501 9.975 1345.736 0.310 1.985 0.250 35.394 1331.677 0.168 -8.148 5
8 5610.749 0.148 1.758 0.360 0.501 9.974 1409.602 0.293 1.967 0.249 35.536 1340.257 0.122 -6.501 6
8 5414.971 0.150 1.828 0.352 0.499 10.066 1490.932 0.290 1.965 0.247 35.294 1340.994 0.113 -3.716 5
8 5627.283 0.138 1.732 0.351 0.512 10.027 1480.408 0.293 1.972 0.247 35.584 1313.847 0.134 -7.837 7
8 5619.845 0.136 1.728 0.352 0.505 10.066 1342.870 0.300 1.878 0.248 35.511 1346.588 0.136 -7.471 6
8 5598.885 0.136 1.668 0.375 0.490 10.033 1477.541 0.294 1.865 0.221 34.503 1333.761 0.166 -18.994 9
8 5735.495 0.150 1.711 0.348 0.501 10.050 1346.683 0.294 1.985 0.247 35.598 1240.485 0.173 -7.872 4
8 5415.990 0.136 1.840 0.355 0.501 10.006 1341.971 0.293 1.982 0.247 34.362 1346.921 0.102 1.982 5
8 5436.421 0.136 1.813 0.357 0.501 9.965 1477.141 0.295 1.857 0.248 34.822 1333.871 0.111 -4.95 7
9 6022.209 0.150 1.606 0.344 0.510 10.054 1612.586 0.300 2.076 0.285 35.199 1477.177 0.204 -18.939 7
9 5827.906 0.143 1.094 0.344 0.510 10.001 1614.393 0.295 2.030 0.270 35.558 1499.821 0.453 -20.641 6
9 5653.547 0.143 1.817 0.343 0.500 9.999 1456.977 0.309 2.028 0.269 35.466 1508.318 0.131 -18.71 7
9 5530.818 0.151 1.781 0.343 0.459 10.001 1446.535 0.294 2.174 0.280 35.519 1499.810 0.12 -18.701 7
9 5414.170 0.143 1.605 0.343 0.487 10.000 1460.655 0.295 1.767 0.273 35.299 1494.303 0.198 -19.195 8
9 6029.520 0.151 1.396 0.345 0.507 9.998 1442.015 0.295 1.759 0.271 35.527 1499.821 0.302 -20.142 6
9 5824.828 0.148 1.516 0.349 0.510 10.001 1451.736 0.295 2.014 0.294 35.529 1499.826 0.242 -19.634 5
9 5405.553 0.151 1.814 0.352 0.499 9.999 1457.003 0.299 2.164 0.270 35.198 1504.730 0.11 -18.37 6
9 5394.890 0.150 1.901 0.344 0.504 10.163 1449.886 0.295 1.921 0.270 32.527 1500.019 0.082 -17.365 7
9 5402.370 0.151 1.815 0.343 0.499 9.999 1471.950 0.299 2.021 0.281 35.541 1502.170 0.124 -18.46 5
9 5827.906 0.143 1.094 0.344 0.516 10.001 1448.679 0.295 2.030 0.269 35.558 1499.821 0.453 -20.931 7
9 5285.557 0.151 1.824 0.343 0.510 10.053 1446.076 0.299 1.949 0.273 35.466 1508.448 0.119 -18.416 7
9 6013.920 0.150 1.968 0.344 0.504 9.999 1611.815 0.295 2.014 0.270 35.595 1499.821 0.203 -12.009 4
9 6003.640 0.147 1.969 0.348 0.510 10.026 1390.273 0.299 2.013 0.269 35.508 1502.386 0.201 -10.741 4
9 5988.246 0.150 1.969 0.349 0.510 10.026 1390.677 0.299 2.021 0.269 35.508 1502.386 0.198 -10.412 4
9 5367.067 0.151 2.007 0.354 0.510 9.998 1378.852 0.295 2.012 0.267 33.776 1499.852 0.073 -5.608 4
9 5547.526 0.151 2.004 0.354 0.510 9.998 1378.852 0.295 2.012 0.267 35.499 1499.848 0.12 -10.222 4
9 5141.568 0.151 2.007 0.354 0.510 10.027 1378.852 0.295 2.012 0.267 33.774 1499.852 0.068 2.787 4
9 5376.631 0.151 1.840 0.354 0.510 9.997 1455.183 0.295 1.920 0.267 32.618 1499.852 0.086 -12.903 6
9 5408.457 0.151 1.968 0.348 0.496 9.999 1374.053 0.299 2.021 0.270 33.912 1497.821 0.082 -8.972 4
9 5141.568 0.151 1.924 0.354 0.510 10.027 1378.822 0.295 2.012 0.267 33.863 1499.852 0.068 -10.459 5
9 5405.625 0.151 1.814 0.348 0.496 9.999 1456.661 0.299 2.027 0.270 35.173 1504.730 0.11 -11.231 5
9 5354.636 0.151 2.007 0.354 0.510 9.998 1378.852 0.295 2.012 0.267 33.776 1499.852 0.071 2.615 4
9 5322.318 0.151 1.968 0.348 0.496 9.999 1378.852 0.299 2.021 0.270 33.779 1497.821 0.08 -6.938 4
9 5376.631 0.151 1.839 0.354 0.510 9.997 1455.183 0.295 2.014 0.267 32.612 1499.852 0.086 -10.47 5
9 5366.831 0.151 2.007 0.354 0.509 9.998 1379.321 0.295 2.009 0.270 35.330 1499.827 0.115 -9.838 4
10 5651.885 0.129 1.766 0.374 0.513 9.669 1425.631 0.309 1.765 0.269 35.560 1415.062 0.14 -19.149 11
10 5516.051 0.153 2.013 0.345 0.508 10.058 1679.433 0.292 2.025 0.247 35.535 1316.672 0.253 -1.57 4
10 5533.590 0.153 1.243 0.345 0.508 10.880 1463.052 0.308 1.754 0.251 35.486 1414.684 0.378 -19.997 7
10 5831.834 0.152 1.239 0.345 0.504 10.029 1463.908 0.309 1.984 0.251 35.547 1348.094 0.38 -11.661 5
10 5326.370 0.153 2.038 0.345 0.489 9.729 1411.708 0.289 1.999 0.248 32.865 1415.856 0.065 5.036 5
10 5651.885 0.159 1.765 0.374 0.501 9.670 1425.631 0.309 1.820 0.269 35.560 1415.300 0.13 -18.752 10
10 5465.255 0.153 1.794 0.345 0.504 10.129 1470.473 0.292 1.801 0.243 35.012 1349.426 0.104 -3.714 8
10 5495.878 0.153 1.596 0.345 0.508 10.040 1463.052 0.309 1.754 0.251 35.486 1414.684 0.202 -19.259 6
10 5495.928 0.153 1.786 0.342 0.502 10.481 1463.144 0.293 2.023 0.248 34.992 1378.970 0.107 -18.53 7
10 5494.781 0.150 1.360 0.348 0.496 10.042 1510.417 0.308 1.999 0.252 35.445 1368.463 0.32 -9.569 5
10 5967.252 0.151 1.485 0.345 0.502 9.942 1444.772 0.309 1.997 0.252 35.490 1380.429 0.257 -8.906 5
10 5409.555 0.150 1.998 0.345 0.510 10.040 1411.708 0.311 1.998 0.248 32.823 1382.830 0.082 4.798 4
10 5410.410 0.153 2.082 0.329 0.477 9.931 1452.794 0.292 2.001 0.248 34.414 1382.775 0.086 4.263 7
10 5816.301 0.153 1.662 0.345 0.442 9.583 1469.158 0.308 1.736 0.266 35.316 1406.028 0.169 -19.1 9
10 5496.657 0.153 1.520 0.345 0.508 10.040 1457.885 0.309 1.997 0.251 35.491 1317.934 0.24 -8.44 5
10 5569.497 0.153 1.486 0.345 0.430 11.363 1467.289 0.308 1.561 0.297 35.518 1405.909 0.257 -19.654 9
10 5328.397 0.153 2.038 0.345 0.510 9.729 1411.708 0.289 1.946 0.248 32.865 1415.856 0.066 4.989 6
10 5494.781 0.150 1.355 0.348 0.496 10.042 1512.061 0.308 1.999 0.252 35.445 1344.407 0.323 -9.839 5
10 5967.252 0.153 1.302 0.348 0.493 9.929 1513.713 0.292 1.998 0.252 35.502 1379.449 0.349 -11.165 5
10 5515.113 0.152 1.805 0.345 0.502 10.042 1454.105 0.292 2.023 0.248 34.968 1378.970 0.103 1.874 5
10 5495.878 0.153 1.600 0.345 0.508 10.040 1423.547 0.309 1.997 0.248 35.486 1297.978 0.2 -7.496 5
10 5606.712 0.152 1.708 0.348 0.493 10.041 1512.708 0.292 1.762 0.249 35.502 1367.000 0.146 -6.785 6
10 5496.182 0.153 1.642 0.345 0.502 9.937 1463.408 0.292 2.024 0.251 35.486 1316.791 0.179 -7.181 5
10 5967.252 0.153 1.285 0.345 0.502 9.929 1445.135 0.292 1.998 0.252 35.536 1379.449 0.358 -11.558 5
10 5821.203 0.152 1.671 0.345 0.510 10.041 1463.908 0.292 1.763 0.251 35.547 1347.928 0.164 -7.87 6
10 5525.126 0.153 1.777 0.345 0.504 10.039 1479.508 0.291 1.768 0.247 35.429 1365.942 0.118 -5.384 6
10 5606.712 0.152 1.738 0.348 0.493 10.072 1512.708 0.292 1.762 0.249 35.502 1367.000 0.131 -6.448 6
10 5329.625 0.153 2.037 0.345 0.510 9.729 1411.708 0.319 1.999 0.248 32.865 1394.073 0.071 4.982 6
10 5496.660 0.153 1.642 0.345 0.502 9.937 1463.060 0.292 1.753 0.251 35.486 1316.791 0.179 -7.92 6
10 5525.126 0.153 1.771 0.345 0.509 10.034 1452.694 0.291 1.811 0.247 35.120 1365.974 0.115 -4.613 6
10 5465.245 0.153 1.794 0.345 0.504 10.057 1470.473 0.292 1.801 0.248 34.985 1349.426 0.104 -3.083 6
10 5465.168 0.153 1.794 0.345 0.504 10.057 1470.040 0.292 1.801 0.248 32.281 1347.665 0.103 -2.263 6
10 5386.914 0.153 2.009 0.345 0.504 9.932 1457.572 0.292 1.837 0.248 34.503 1399.962 0.088 3.111 5
10 5476.898 0.153 2.009 0.345 0.510 10.058 1452.742 0.292 2.023 0.247 34.610 1393.910 0.095 3.463 4
10 5606.712 0.151 1.738 0.348 0.502 10.072 1515.333 0.292 2.001 0.252 35.491 1367.000 0.131 -5.218 5
10 5525.297 0.153 2.013 0.345 0.505 10.045 1672.090 0.292 2.012 0.247 35.535 1316.672 0.248 1.889 4
10 5466.569 0.152 1.836 0.345 0.493 10.041 1463.706 0.311 2.001 0.252 34.531 1366.512 0.093 2.182 5
10 5525.028 0.153 2.013 0.345 0.508 10.058 1462.512 0.293 2.025 0.247 35.499 1316.672 0.122 2.495 4
10 5434.222 0.153 1.783 0.345 0.504 9.939 1486.992 0.292 1.801 0.248 35.153 1347.665 0.11 -4.501 6
10 5410.410 0.153 2.009 0.345 0.502 9.931 1452.794 0.292 2.023 0.248 34.463 1382.775 0.087 3.551 4
10 5465.168 0.153 1.794 0.345 0.504 10.057 1470.040 0.292 1.801 0.248 35.153 1347.665 0.109 -4.049 6
10 5414.506 0.152 1.796 0.345 0.501 10.043 1463.541 0.308 2.001 0.254 34.417 1382.775 0.102 1.98 6
10 5492.375 0.151 1.728 0.345 0.507 10.071 1512.713 0.309 1.997 0.249 35.491 1366.903 0.136 -5.357 5
10 5528.918 0.152 1.753 0.345 0.491 10.045 1511.964 0.308 1.763 0.241 35.501 1367.000 0.128 -18.685 7
10 5946.234 0.148 1.293 0.345 0.499 9.935 1445.135 0.292 1.998 0.247 35.413 1342.903 0.354 -11.257 5
10 5821.649 0.152 1.671 0.345 0.502 10.051 1463.908 0.292 1.987 0.251 35.547 1348.094 0.164 -6.87 5
10 5516.051 0.153 2.013 0.356 0.508 10.058 1464.313 0.293 2.023 0.251 35.535 1348.691 0.121 2.695 4
10 5472.964 0.153 1.786 0.345 0.502 10.042 1454.105 0.293 2.023 0.248 34.992 1378.970 0.107 -1.854 5
10 5494.965 0.150 1.789 0.348 0.493 10.057 1469.811 0.306 1.999 0.248 35.124 1366.956 0.108 -3.416 5
10 5986.427 0.153 1.291 0.345 0.502 9.931 1445.135 0.292 1.998 0.247 35.536 1342.903 0.355 -11.518 5
